,sentence,score,magnitude
0,"The incredibly strange app,  Alfa VPN Free Unblock proxy lets you enter the sites limited to special regions.…",-0.6000000238418579,0.6000000238418579
1,"https://t.co/rC2NakUSaZ
RT @unbarbu2: DONT FORGET THIS FUCKING LIST!!",-0.4000000059604645,0.4000000059604645
2,"#RICKYRENUNCIO #WandaRenuncia https://t.co/fUBbGOCd0H
RT @JoshuaPotash: The exact moment the announcement of Ricky’s resignation occurred.",-0.20000000298023224,0.20000000298023224
3,Increíble.,0.800000011920929,0.800000011920929
4,Saludos a cada persona en la isla de Puert…,0.5,0.5
5,"#RickyRenunciO  #RickyRenuncio #25Jul #FelizJueves #Venezuela Mi opinión sobre los cambios en Twitter https://t.co/d3x5sbvkXo
RT @RalitoDigital: MENSAJE PARA LOS INCAUTOS.",0.0,0.0
6,"Ricardo Rosselló renunció en Puerto Rico, por una MINI PROTESTA, no crean que lo mismo va a s…",-0.6000000238418579,0.6000000238418579
7,RT @Lin_Manuel: yeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeees.,0.0,0.0
8,Gracias a la gente de 🇵🇷.,0.699999988079071,0.699999988079071
9,Historia.,0.4000000059604645,0.4000000059604645
10,htt…,0.10000000149011612,0.10000000149011612
11,RT @jonvlysss: ¡no me lo puedo creer!,-0.20000000298023224,0.20000000298023224
12,¡puñeta lo logramos!,0.699999988079071,0.699999988079071
13,¡orgullosa de ser puertorriqueña y más aun de la generación del yo no me dejo!#R…,0.0,0.0
14,RT @kennydeluxe: Listen up America!,0.0,0.0
15,"Your colony, Puerto Rico, just ousted its governor in 2 weeks.",0.0,0.0
16,Now it’s your turn!,0.0,0.0
17,#ImpeachNow #RickyRe…,0.10000000149011612,0.10000000149011612
18,"RT @TheDargonHeart: #RickyRenuncio ESTA ES MI GENTE SOY BORICUA PA QUE TU LO SEPAS https://t.co/RYLsI5gSpw
RT @MrCruzPR: PUERTO RICO LO LOGRO!!",0.20000000298023224,0.20000000298023224
19,SIN BALAZOS!,0.0,0.0
20,SIN MUERTES!,0.0,0.0
21,EN DOS SEMANAS!,-0.10000000149011612,0.10000000149011612
22,CÁTEDRA AL MUNDO COMPLETO DE CÓMO UN PUEBLO SE DA A RESP…,0.0,0.0
23,RT @BellSchmid: The time has come for Americans to take to the streets like in #PuertoRico to rid America of this cancer called Trump.,0.0,0.0
24,#Ri…,0.10000000149011612,0.10000000149011612
25,RT @Samynemir: Recognizing and highlighting #RickyRenunció movement that ousted a governor for first time in #PuertoRico history was led by…,0.20000000298023224,0.20000000298023224
26,RT @DanielHabif: PUÑEEEEEETTTAAAAA RENUNCIOOOOOO!!!!,0.0,0.0
27,LATINOAMÉRICA SE RESPETA!!,0.0,0.0
28,"GRACIAS PUERTO RICO POR TAN HERMOSA Y BELLA LECCIÓN, COJONE…",0.8999999761581421,0.8999999761581421
29,RT @AppDemography:,0.0,0.0
30,￣￣￣￣￣￣￣￣￣￣￣￣￣,0.10000000149011612,0.10000000149011612
31,ME TIENE MIEDO SERÁ     ME TIENE MIEDO SERÁ     PORQUE ES UN MAMAO     ES UN MA MA OO…,0.10000000149011612,0.10000000149011612
32,RT @ShawnInArizona: If I told you we could get Trump to resign if millions of us went and protested in DC for a week straight...,-0.30000001192092896,0.30000001192092896
33,Would yo…,0.10000000149011612,0.10000000149011612
34,RT @mr_baez15: Nunca olvidaremos la noche del 24 de julio de 2019.,-0.20000000298023224,0.20000000298023224
35,✊🏼🇵🇷 ¡PUERTO RICO LO LOGRÓ!,0.20000000298023224,0.20000000298023224
36,#AbajoRosselló #RickyRenunció https://t.co/Y…,0.10000000149011612,0.10000000149011612
37,RT @Tommy_Torres: 24 de julio de 2019.,0.0,0.0
38,Nunca olvidemos este día.,0.699999988079071,0.699999988079071
39,La fuerza la tiene el pueblo.,-0.20000000298023224,0.20000000298023224
40,❤️🇵🇷 #rickyrenunció https://t.co/dw06cBZo…,0.5,0.5
41,"Nonono vete con tu paz para las sinsoras del carajo airline en primera clase con Ricky
RT @jaserrano258: My homeland, Puerto Rico, has put democracy on display for 11 days straight.",-0.30000001192092896,0.30000001192092896
42,The people have done it!,0.10000000149011612,0.10000000149011612
43,Governor Ricardo…,0.10000000149011612,0.10000000149011612
44,"I’m not 😭 #SomosMasYNoTenemosMiedo
RT @dahkitchenbandi: Wow almighty God will forever bless you @successclubbet THANK YOU SO MUCH FOR THIS TODAY WINNING......#Mikebbnaija #ju…",0.699999988079071,0.699999988079071
45,RT @JoeM_136: To my Int’l Twitter pals:  You have no idea how huge this is to Puerto Rico.,0.0,0.0
46,For the first time ever the people know the powe…,0.10000000149011612,0.10000000149011612
47,RT @ArmyGZBland: Yeah...,0.0,0.0
48,Ricky is about to leave but we gotta kick Wanda out before she even step in.,0.0,0.0
49,We just got rid of a corrupt governor…,-0.20000000298023224,0.20000000298023224
50,RT @efrain994: Le quitamos la mitad del cuatrienio al que le quitó la mitad del presupuesto a la UPR.,-0.6000000238418579,0.6000000238418579
51,"#RickyRenunció
Vaya que le pusieron huevos, tantos que #RickyRenuncio ahora habrá que esperar a que el tiempo arroje el transfondo…",-0.30000001192092896,0.30000001192092896
52,"https://t.co/64udz8aiOR
RT @NGAR__: Dos maneras de llevar un mensaje similar, Jowell como que saco 0 tho #RickyRenunció https://t.co/5APDP8DcSM
RT @AlanTaveras2: Esto es como si Tito Trinidad le hubiera ganado al diablo.",-0.30000001192092896,0.30000001192092896
53,"#RickyRenuncio https://t.co/sTi8ElOKcB
😂😂😂 Lo que es la desinformación, me dan risa personas como este tipejo que además hacen estos vídeos esperando que… https://t.co/RzutRQjjVi
RT @KathiaMichelle4: 25 julio 2019.",0.0,0.0
54,MOMENTO HISTÓRICO DONDE UN GOBERNADOR CORRUPTO CAE ANTE UN PUEBLO UNIDO.,-0.20000000298023224,0.20000000298023224
55,✊🏻🇵🇷  #RICKYRENUNCIÓ https://t…,0.30000001192092896,0.30000001192092896
56,RT @AniUcar: The moment Puerto Rico got what it fought for.,0.0,0.0
57,"#RickyRenunciO @vicenews https://t.co/nVsYv53Lsj
RT @rosalinetweets: Felicidades Puerto Rico!",0.699999988079071,0.699999988079071
58,Waking up to some amazing news!,0.800000011920929,0.800000011920929
59,#RickyRenuncio  But it’s not over yet until his entire cabinet…,0.0,0.0
60,RT @HaiTtruAvesTru: Coño.!,0.0,0.0
61,"Hagan un movimiento en la radio y que se motive la gente hacerlo, para que así callar bocas 🇵🇷✊🏽🔥 https://t.co/H…",0.20000000298023224,0.20000000298023224
62,"RT @boxydoxxy: 🦀 RICKY IS GONE 🦀 https://t.co/UQG5lSknRg #RickyRenuncio
RT @titaredondel: “Triunfamos” es mucha gente, enano mamabicho!",-0.30000001192092896,0.30000001192092896
63,"https://t.co/JWpC5TbiSF
RT @Tommy_Torres: En serio, qué alegría siento.",0.6000000238418579,0.6000000238418579
64,Se que es solo el comienzo.,-0.30000001192092896,0.30000001192092896
65,Pero qué orgullo siento.,0.800000011920929,0.800000011920929
66,Dos semanas de un pueblo unido.,-0.5,0.5
67,Te…,0.20000000298023224,0.20000000298023224
68,"RT @nancysnegron: Tonight we rejoice, we dance, we celebrate that #RickyRenuncio.",0.5,0.5
69,"Tomorrow we get to work making a better, stronger, #Puert…",0.0,0.0
70,"#RickyRenuncio #RickyRenunció #WandaRenuncia #ArrestenAElíasSánchez
RT @lylyhecs: Qué tu me dicesssss??????",0.0,0.0
71,JAJAJA  Que cara e’ lechuga este Fonsi.,-0.20000000298023224,0.20000000298023224
72,Adamari nos lo advirtió y lo pusimos en duda...,0.4000000059604645,0.4000000059604645
73,https://t.c…,0.10000000149011612,0.10000000149011612
74,"🥺
RT @EzSkyW: Puerto Rico just snapped its governor #RickyRenuncia #RickyRenunció https://t.co/IObBOL5U92
Life's never easy.",-0.800000011920929,0.800000011920929
75,Money is never easy to get.,-0.4000000059604645,0.4000000059604645
76,Work hard for everything.,0.20000000298023224,0.20000000298023224
77,Earn it . !!!,0.5,0.5
78,#motivation #ImpeachNow…,0.5,0.5
79,"https://t.co/BfKHxZrGAc
RT @YanieYampier: Que los políticos que quedan al poder y los que vengan graben bien esto que sucedió en sus cabezas.",-0.6000000238418579,0.6000000238418579
80,Ya no les será fácil…,0.0,0.0
81,#WhyIGotKickedOutOfDisney #RickyRenuncio #SeoulTownRoad #DanielKSoloDebut #WandaRenuncia #Woosung…,0.10000000149011612,0.10000000149011612
82,"https://t.co/ORd9Go262q
RT @Lin_Manuel: 🇵🇷 group chat is lit #RickyRenunció https://t.co/NDTJVdWPuG
Puerto Rico becoming a state would mean the Republicans would lose a lot in Congress.",0.0,0.0
83,It’s time Puerto Rico to beco…,0.0,0.0
84,"https://t.co/BkVDwaqs5G
RT @PassTheMicYouth: Shout out to the #YoungPeople in #PuertoRico who took to the streets for eleven straight days to demand better from th…",0.699999988079071,0.699999988079071
85,"RT @JhonMart77: Así se encuentra Puerto Rico en estos momentos, celebrando la renuncia del ahora ex gobernador Ricardo Rosselló.",0.30000001192092896,0.30000001192092896
86,Qué lindo…,0.699999988079071,0.699999988079071
87,RT @delarosaWPLG: BREAKING NEWS: THEY DID IT!,0.0,0.0
88,"#RickyRenuncio @WPLGLocal10 https://t.co/HLd6wPKxCg
RT @GersonBorrero: Let no one forget the investigative journalist that first reported @ricardorossello’s disgusting, offensive, misogynist,…",-0.800000011920929,0.800000011920929
89,"RT @myteks: René Pérez, cantante de Calle 13, resalta legado de Hugo Chávez @Residente #RickyRenuncia #RickyRenuncio  https://t.co/QiZ1c5tg…",0.5,0.5
90,Definitivamente el poder reside en el pueblo!,0.5,0.5
91,"#RickyRenuncio #PuertoRico
RT @soyelciudadano2: ¿Como nunca hicimos lo mismo que la gente de Puerto Rico cuando estaba Fox, Calderón o Peña?",-0.30000001192092896,0.30000001192092896
92,"La moneda no se habría de…
#VivaPuertoRicoLibre #RickyRenuncia #RickyRenunció 🇵🇷 They Persisted.",-0.4000000059604645,0.4000000059604645
93,They Resisted.,0.0,0.0
94,The strong people of Puerto Ri…,0.0,0.0
95,"https://t.co/0h3dY6tBsK
RT @Moluskein: Sigue la celebración en San Juan #RickyRenunció 👏🏽👏🏽👏🏽👏🏽🇵🇷 #ElMoluscoDePuertoRico 🎧 https://t.co/w397pW18oF
El tipo se secó..",0.4000000059604645,0.4000000059604645
96,RT @rodogrh: Miren quien apareció...,-0.6000000238418579,0.6000000238418579
97,"vete pal carajo tu tambiénnnnnnnnn https://t.co/oo8Gh4RtIs
El esfuerzo y la dedicación siempre paga #RickyRenuncio ❤️
RT @JairoSoto: Lo de Puerto Rico es histórico.",0.6000000238418579,0.6000000238418579
98,"El pueblo habló, se movilizó, protestó y logró en 12 días su objetivo.",0.20000000298023224,0.20000000298023224
99,Qué gran lección para…,0.699999988079071,0.699999988079071
100,"RT @sopewhore: Here’s a Ricky resigning on loop you’re welcome #RickyRenunció https://t.co/6Xh2MN6pHl
RT @MyThirstyBrain: In stunning turn of events in history the colony teaches the empire how we get our highest ranking elected official FIR…",0.800000011920929,0.800000011920929
101,"#RickyRenuncio Congratulations PR, 🇵🇷
#DanielKSoloDebut #RickyRenuncio #Imamulhaq #ImpeachmentInquiryNow #GururumuzsunErdogan #강다니엘_25일6시_뭐해…",-0.6000000238418579,0.6000000238418579
102,"https://t.co/4XKwrjfGua
we invite all of #PuertoRico to DC, bring your pans and spoons #PuertoRicoProtests #RickyRenuncio #trumpresign
#PuertoRico celebra la renuncia de Roselló  Desde la filtración del pólemico chat dimitieron 14 de los funcionarios…",-0.5,0.5
103,"https://t.co/f8JkmK1vuX
#WandaRenuncia #RickyRenuncio
El perreo funcionó en la fortaleza!",0.20000000298023224,0.20000000298023224
104,"#RickyRenuncio
Lilian Tintori lo volvió hacer que miedo  #RickyRenuncio
AAAHHH ITS A PARTYYY
How the fuck did I not know about this?!!!",-0.4000000059604645,0.4000000059604645
105,"#PuertoRico #RickyRenuncio #ImpeachNow
RT @urbanjibaro: “The world’s oldest colony has just given you the greatest example of democracy on the planet...",0.699999988079071,0.699999988079071
106,Ricky Resigned.”,0.0,0.0
107,- @Lui…,0.0,0.0
108,RT @Marwanmusica: Increíble lo logrado en Puerto Rico.,0.800000011920929,0.800000011920929
109,"Echar a un gobernador por presión social, por al fuerza dl pueblo en las calles.",-0.4000000059604645,0.4000000059604645
110,Tod…,0.10000000149011612,0.10000000149011612
111,"Te amo Puerto Rico 😭😭😭 🙌🏼🙌🏼🙌🏼🙌🏼
👏👏👏
Congratulations!!",0.699999988079071,0.699999988079071
112,Great news!,0.8999999761581421,0.8999999761581421
113,That’s how it’s done:),0.699999988079071,0.699999988079071
114,"#tdih 1898, 16,000 U.S.",0.0,0.0
115,"troops invaded Puerto Rico, asserting they were ""liberating"" inhabitants from Spanish colon…",-0.20000000298023224,0.20000000298023224
116,"https://t.co/yA5BtgoWC7
Yo no sé un carajo de política pero sin unión del pueblo no hay nada #RickyRenuncio
¡Épico!...",0.30000001192092896,0.30000001192092896
117,Ojalá y estés el comienzo de algo bueno para PR y toda Latinoamérica.,0.30000001192092896,0.30000001192092896
118,@danahull This.,0.0,0.0
119,"https://t.co/uulCLL5c0J
Felicidades puertorriqueños, no s dan un tremendo ejemplo de unidad y constancia.",0.800000011920929,0.800000011920929
120,Ahora a rehacer su país en benefi…,0.30000001192092896,0.30000001192092896
121,"https://t.co/Jt9lmT9Gj4
RT @LovaticsWorldW2: SO PROUD OF MY ISLAND AFTER 11 DAYS ON PROTEST WE FINALLY GOT RID OF THE CORRUPT GOVERNOR.",0.30000001192092896,0.30000001192092896
122,PUERTO RICO DID IT!!,0.20000000298023224,0.20000000298023224
123,🇵🇷🇵🇷🇵🇷…,0.4000000059604645,0.4000000059604645
124,RT @GilluisPerez_:,0.0,0.0
125,￣￣￣￣￣￣￣￣￣￣￣￣￣,0.10000000149011612,0.10000000149011612
126,ME TIENE MIEDO SERÁ     ME TIENE MIEDO SERÁ     ME TIENE MIEDO SERÁ     PORQUE ES UN MAMAO     ES UN…,0.0,0.0
127,RT @EVTVMiami: En un pronunciamiento ofrecido durante la noche de este miércoles y luego de días de protesta el Gobernador de #PuertoRico #…,-0.699999988079071,0.699999988079071
128,"RT @vminwrId: WE DID IT #RickyRenuncio #pr1stwin https://t.co/ScNJ1WR9Qz
RT @benitoloops: boricua, hoy hicimos historia #RickyRenunció https://t.co/u070ORCAe5
RT @RobbyCortes: Documento para la historia...",0.30000001192092896,0.30000001192092896
129,"Mensaje de renuncia de Ricardo A. Rosselló Nevárez 24 de julio de 2019 La Fortaleza, San Jua…",-0.10000000149011612,0.10000000149011612
130,"I love this song
RT @Samynemir: #PuertoRico takes over @twitter leading MOST of trending topics after @ricardorossello resigns:  1) #RickyRenunció  3) #Wand…",0.699999988079071,0.699999988079071
131,"Que alegría despertar y saber que #RickyRenunció orgullosa de mi PR 🇵🇷💖
RT @tiidrotafrica: Life's never easy.",0.699999988079071,0.699999988079071
132,Money is never easy to get.,-0.4000000059604645,0.4000000059604645
133,Work hard for everything.,0.20000000298023224,0.20000000298023224
134,Earn it . !!!…,0.5,0.5
135,"https://t.co/ySxyUJJ6GO
RT @hyyhkai: BORICUAS...",-0.10000000149011612,0.10000000149011612
136,AFTER TWO WHOLE WEEKS...,-0.20000000298023224,0.20000000298023224
137,WE WON!!!,0.20000000298023224,0.20000000298023224
138,"#RickyRenunció https://t.co/N1ljX5EgvR
RT @chabyulbit: WE LITERALLY DID IT!",0.4000000059604645,0.4000000059604645
139,"SACAMOS A ESE PUERCO, hope he burns in hell #RickyRenunció https://t.co/k1cVWLAhpQ
❤️❤️
RT @juntadecontrol: A GIANT Puerto Rican Flag has been placed in the plaza #RickyRenunció https://t.co/ARNhT4tgde
RT @ZinnEdProject: #tdih 1898, 16,000 U.S.",-0.10000000149011612,0.10000000149011612
140,"troops invaded Puerto Rico, asserting they were ""liberating"" inhabitants from Spanish colonial r…",-0.10000000149011612,0.10000000149011612
141,"RT @350: Our deepest congratulations to the people of Puerto Rico, who just showed the world what people power can achieve.",0.5,0.5
142,This is the po…,0.10000000149011612,0.10000000149011612
143,"RT @faviacevedoo: MOOD #RICKYRENUNCIO 🇵🇷🇵🇷🇵🇷🇵🇷 https://t.co/r25Vnmkxsm
RT @ivianis_: esta noche hicimos historia 🇵🇷 #RickyRenuncio https://t.co/bsrxonwaHy
RT @micheldvf: No quiero a *NADIE* quejándose de las huelgas de la IUPI ever again!",-0.4000000059604645,0.4000000059604645
144,#RickyRenunció   #WandaRenuncia #SchatzRenuncia #TataR…,0.10000000149011612,0.10000000149011612
145,RT @NBCLatino: BREAKING: ⁦@ricardorossello⁩ is the U.S.,0.0,0.0
146,commonwealth's first governor to resign.,0.10000000149011612,0.10000000149011612
147,"#RickyRenunció  https://t.co/2GHSbvPdsn
RT @dw_espanol: #PuertoRico celebra la renuncia de Roselló  Desde la filtración del pólemico chat dimitieron 14 de los funcionarios que par…",-0.4000000059604645,0.4000000059604645
148,"RT @tallergraficopr: Muy muy muy tarde papá, le diste la espalda al pueblo, ya te pasaremos factura, ahhhh se me olvida tienes contrato con…",-0.10000000149011612,0.10000000149011612
149,RT @PublicAdvocacy: #VivaPuertoRicoLibre #RickyRenuncia #RickyRenunció 🇵🇷 They Persisted.,0.0,0.0
150,They Resisted.,0.0,0.0
151,The strong people of Puerto Rico U…,0.0,0.0
152,"RT @buuoy: MOOOODDD 🇵🇷🇵🇷🇵🇷 #RickyRenunció https://t.co/dnTfbxDr5v
RT @leandrareports: Rosselló just became the FIRST governor in the island's history to resign.",0.5,0.5
153,"#RickyRenunció  https://t.co/NqPJiovAc1
Sorry, #Bette.",-0.20000000298023224,0.20000000298023224
154,I must disagree.,0.0,0.0
155,"I feel #blackground is #racist, yo.",-0.6000000238418579,0.6000000238418579
156,How bout #AfricanAmericanGround?,0.0,0.0
157,-mao #TDS…,0.20000000298023224,0.20000000298023224
158,"https://t.co/8WSuJKGycL
#RickyRenuncio resigned!",0.0,0.0
159,"#morningjoe
RT @Darthrare: El #RickyRenuncia / #RickyRenunció es el Infinity War para nosotros.",0.0,0.0
160,Ahora viene el Endgame.,0.20000000298023224,0.20000000298023224
161,#WandaRenuncia #RiveraSchatzRen…,0.10000000149011612,0.10000000149011612
162,"#RickyRenunció
RT @yeli_anne: EL PAGO DE MADURO ME LLEGÓ!!!!",-0.4000000059604645,0.4000000059604645
163,Verifiquen sus cuentas de banco!,-0.5,0.5
164,"#RickyRenunció
RT @ReignOfApril: Let me turn on my Notifications for @Lin_Manuel.",0.0,0.0
165,His morning tweets are gonna be LIT.,0.699999988079071,0.699999988079071
166,#RickyRenunció https://t.co/q7NTIKO…,0.10000000149011612,0.10000000149011612
167,RT @tictoc: @business @ricky_martin @Residente @sanbenito 🇵🇷 WATCH: People celebrate across Puerto Rico's capital after embattled governor…,0.0,0.0
168,"RT @HecTik12: Bitcheeeeeesss #RickyRenunció https://t.co/ShY4PdBcYa
RT @matra1133: #DanielKSoloDebut #RickyRenuncio #Imamulhaq #ImpeachmentInquiryNow #GururumuzsunErdogan #강다니엘_25일6시_뭐해 #เนื้อคู่ประตูถัดไป #…",-0.6000000238418579,0.6000000238418579
169,RT @Quilesillo: Y con el color correcto.,0.10000000149011612,0.10000000149011612
170,"Te amo, PR ❤️ https://t.co/w4PWX2oih7
RT @NAlvarezWFTV: THE MOMENT.",0.6000000238418579,0.6000000238418579
171,🇵🇷  They huddled around their phones and then the crowd ERUPTED.,0.0,0.0
172,Ricardo Rosello leaving office Aug 2.,0.0,0.0
173,#Rick…,0.0,0.0
174,"RT @tictoc: @business @ricky_martin @Residente @sanbenito Puerto Rico's governor Ricardo Rossello has resigned, effective Aug.",0.4000000059604645,0.4000000059604645
175,2  This come…,0.0,0.0
176,"RT @BenjAlvarez1: Celebrations in San Juan, Puerto Rico 🇵🇷 as Gov.",0.0,0.0
177,@ricardorossello announced his resignation.,0.0,0.0
178,Historic!,0.8999999761581421,0.8999999761581421
179,#RickyRenuncio htt…,0.10000000149011612,0.10000000149011612
180,"RT @old_osc: They know how to protest in Puerto Rico,   We should look at their example, America’s need to be in the streets, we should hav…",-0.5,0.5
181,RT @RicchVelvet: Ojalá hubiera pasado lo mismo aquí en México durante los sexenios anteriores.,0.0,0.0
182,"Nos falta aprender varias cosas, y entre ell…",0.30000001192092896,0.30000001192092896
183,"RT @ChrisPCreamz: We did that 🇵🇷 #RickyRenuncio https://t.co/yxxbEvNKNR
Check out Madibaism https://t.co/pHDcJm24J9 VONC Ayew MOTD #RickyRenuncio #SeoulTownRoad #DanielKSoloDebut Joon…",0.10000000149011612,0.10000000149011612
184,"https://t.co/NGcSVapJNK
#RickyRenuncio uh uh hb was pub hfun h# to be Able hbit y.",0.30000001192092896,0.30000001192092896
185,B b to.,0.0,0.0
186,By bb by #b bbbb bbbbbubbb#bya bI by To is bu…,0.0,0.0
187,"https://t.co/NjXW06eJJn
RT @ale_moonchildrm: FOR THOSE THAT DONT KNOW IN PUERTO RICO WE HAD A CORRUPT GOVERNOR WE JUST KICKED OUT!",-0.5,0.5
188,FOR THE FIRST TIME IN PR HISTORY…,0.10000000149011612,0.10000000149011612
189,RT @hansbit: I don’t think ppl understand how historical this moment is. for 2 whole weeks boricuas gathered in different peaceful protests…,0.0,0.0
190,"RT @juliatoro3: May Puerto Rico serve as an example to other countries that KNOWLEDGE is the most powerful weapon, and that passionate UNIT…",0.699999988079071,0.699999988079071
191,RT @PenceConscience: #RickyRenunció WHAT A LOSER!,-0.699999988079071,0.699999988079071
192,THE PRESIDENT OF #PUERTORICO RESIGNED JUST BECAUSE PEOPLE DON'T LIKE HIM AND LEAKED TEXTS…,-0.10000000149011612,0.10000000149011612
193,RT @_Enriqueee_: Que grande eres PR.,0.0,0.0
194,"#RickyRenuncio https://t.co/5LCJ0abKR5
Puerto Rico protested for 12 days straight.",0.0,0.0
195,The shut down everything.,-0.4000000059604645,0.4000000059604645
196,Imagine if we did that in all the major are…,0.0,0.0
197,"https://t.co/cTGCV2Jj7R
RT @clauirizarry: Orgullosa de ser boricua y agradecida por el libre acceso a la información.",0.4000000059604645,0.4000000059604645
198,"Gracias, @CPIPR.",0.5,0.5
199,#RickyRenunció https://t.co/…,0.10000000149011612,0.10000000149011612
200,"#PuertoRicoSeLevanta #PuertoRicoTriunfó #RickyRenuncio #RickyRenunció #WandaRenuncia #ArrestenAElíasSánchez
🇵🇷🇵🇷🇵🇷🇵🇷🇵🇷🇵🇷🇵🇷🇵🇷🇵🇷🇵🇷🇵🇷🇵🇷🇵🇷 #RickyRenuncio 🎉🎉🎉🎉
Perdón?",0.30000001192092896,0.30000001192092896
201,"https://t.co/5TUaMiSdhH
RT @chfigueroapr: De HOY en adelante, todo el que se siente en esa silla que tenga en mente que así como lo pusimos, lo vamos a sacar.",0.10000000149011612,0.10000000149011612
202,#Ric…,0.0,0.0
203,"The power of the people, united, organized, and fired up!",0.699999988079071,0.699999988079071
204,"🔥🔥🔥#RickyRenuncio #PuertoRico
RT @0800FABI: esse gif me deixa desconcertada toda vez https://t.co/lO7yn9ihzZ
RT @RonHall46: I can't help but think, that if the American people (including Puerto Rico) had the same spirit as Puerto Rico has shown tow…",0.5,0.5
205,RT @carrlosalexis: PUÑETA RENUNCIÓ!!!,0.0,0.0
206,RE-NUN-CIÓ!!!!!,0.0,0.0
207,"#RickyRenunció 🔥🔥🔥🔥🇵🇷🔥🇵🇷🔥🔥🇵🇷🔥🇵🇷🔥🇵🇷🔥 https://t.co/aPCSVG5nTp
RT @lilliamr: To everyone who marched, to all the reporters who uncovered the truth, to the abuelas &amp; abuelos for the blessings, to those o…",0.699999988079071,0.699999988079071
208,"RT @allreadyeddie: America waiting to grow enough balls to push out trump after  #RickyRenunció https://t.co/ymYYpnLtrQ
RT @etnow: Lin-Manuel Miranda, Daddy Yankee and more stars celebrate Puerto Rico governor Ricardo Rosselló's resignation announcement.",0.0,0.0
209,#Ric…,0.0,0.0
210,RT @ReadAndAct_: The Governor of Puerto Rico just resigned after mass action and protests by the People.,-0.10000000149011612,0.10000000149011612
211,That’s what people power is.,0.20000000298023224,0.20000000298023224
212,That’…,0.10000000149011612,0.10000000149011612
213,RT @BellSchmid: There you go America!,0.0,0.0
214,Your turn!,-0.10000000149011612,0.10000000149011612
215,President Trump should resign for the same reasons Rossello did.,0.0,0.0
216,And if he refuses to do s…,-0.699999988079071,0.699999988079071
217,RT @popdemoc: VICTORY!,0.20000000298023224,0.20000000298023224
218,#PuertoRico just showed the world what people power looks like!,0.10000000149011612,0.10000000149011612
219,We feel extremely proud to work with amazing folks o…,0.8999999761581421,0.8999999761581421
220,RT @NaomiAKlein: A beautiful moment for the amazing people of #PuertoRico who would not give up and know this is just the beginning.,0.6000000238418579,0.6000000238418579
221,#Ricky…,0.10000000149011612,0.10000000149011612
222,Bravo Puerto Rico !!,0.0,0.0
223,Qué viva tu gente!!!!,0.30000001192092896,0.30000001192092896
224,Twitter Trends,0.0,0.0
225,6:02 AM - 25 Jul.,0.0,0.0
226,"1) #WhyIGotKickedOutOfDisney  2) #SeoulTownRoad  3) #RickyRenuncio  ..[top50]  https://t.co/YrEgYle7p0
RT @kivrelys: ricky: estaré renunciando al puesto del gobernador   todo puerto rico:   #RickyRenunció https://t.co/1mgCsitbxy
God when???",0.0,0.0
227,"Roselló renunció en la Noche del Perreo ✊🏻🇵🇷  #rickyrenunció #Rickyrenuncioelpueblolovencio
Boricuas logran sacar del poder a Rosselló https://t.co/oafjVFPxqC #RickyRenuncio https://t.co/DACtpK1CbE
#PuertoRico 👏👏👏👏👏🇵🇷
How come Puerto Rico pays taxes, but can't vote?",0.0,0.0
228,This is apartheid alive and well.,0.30000001192092896,0.30000001192092896
229,"Puerto Rico, it’s time you bec…",0.30000001192092896,0.30000001192092896
230,"https://t.co/6aHiD4aVKe
RT @cheboricua: Ahora hay que poner a Viejo San Juan al día.",0.20000000298023224,0.20000000298023224
231,"Pintarlo, limpiarlo y apoyar al comercio.",0.699999988079071,0.699999988079071
232,"#PuertoRicoTriunfó #RickyRenunció
RT @LizaLLucas: ""Public outrage over the leaked chats and federal corruption charges against former government officials sparked massive de…
#RickyRenuncio ahora #WandaRenuncia
business ricky_martin Residente sanbenito Puerto Rico's governor Ricardo Rossello has resigned, effective Aug.",-0.800000011920929,0.800000011920929
233,"2  T… https://t.co/3Bm5Pqc2sL
RT @purplepoppyness: puerto ricans will forever be remembered as the people who danced and sung and banged pots and pans together on the st…",0.0,0.0
234,RT @juntadecontrol: The Revolutionary dance that can TOPPLE EMPIRES!,0.8999999761581421,0.8999999761581421
235,"#RickyRenunció https://t.co/ciLcJF6EPw
RT @Ioonathedyke: #WednesdayMotivation #WednesdayThoughts #WednesdayMorning #FaceApp #SeoulTownRoad #DanielKSoloDebut #RickyRenunció #Perşe…",0.0,0.0
236,Sere el unico?,0.30000001192092896,0.30000001192092896
237,Yo no se ustedes pero yo como que extraño a Ricky!,0.0,0.0
238,😔 Buenos dias!,0.20000000298023224,0.20000000298023224
239,"😂😂😂 #rickyrenunció
RT @YanieYampier: Puerto Rico, me alegra que hayas enfrentado algunos de tus bullies, les hayas puesto respeto y ganado la pelea.",-0.6000000238418579,0.6000000238418579
240,Por favor…,-0.10000000149011612,0.10000000149011612
241,"En los libros de historia: ...y en el duodécimo día, durante el perreo combativo, Ricardo Rosello renunció.",0.30000001192092896,0.30000001192092896
242,"🇵🇷 #PerreoPatrio #RickyRenuncio
Te toca @jimmymoralesgt @sandrajovel6 y Degenhart, toda esa partida de CERDOS tienen que salir, aguas @DrGiammattei…",-0.30000001192092896,0.30000001192092896
